,userId,movieId,rating
227,104064,1208,4.4807854
228,104064,50,4.4281983
229,104064,357,4.3580756
230,139024,858,3.8721857
231,139024,293,3.6769464
232,139024,1219,3.6315472
233,139024,2542,3.5320354
234,139024,1358,3.3870347
235,145504,527,4.999787
236,145504,1307,4.999238
237,145504,2728,3.90575
238,145504,1291,3.8612897
239,145504,357,3.7979696
240,150174,158,3.9994419
241,150174,1960,3.833908
242,150174,1500,3.6494553
243,150174,2542,3.6289697
244,150174,1387,3.505419
245,4935,1261,1.9995974
246,4935,4226,1.8809445
247,4935,1036,1.8720767
248,4935,293,1.8585825
249,4935,1500,1.8077494
250,26425,1036,3.9996774
251,26425,5378,3.4993806
252,26425,1225,3.0880625
253,26425,2959,3.0715296
254,26425,293,3.0600479
255,32855,4963,4.9988837
256,32855,858,3.4571838
257,32855,1259,3.4013581
258,32855,2762,3.3541403
259,32855,527,3.3028073
260,45615,2915,2.999696
261,45615,2329,1.756069
262,45615,5618,1.7449723
263,45615,6874,1.718278
264,45615,924,1.7172037
265,55155,3702,3.9996715
266,55155,1193,2.5066006
267,55155,111,2.4187853
268,55155,5971,2.3785427
269,55155,4262,2.276138
270,58305,1196,4.9996276
271,58305,2019,2.8076699
272,58305,745,2.7888646
273,58305,1500,2.7850351
274,58305,1097,2.766822
275,63155,344,3.4990914
276,63155,293,3.4683053
277,63155,1957,3.1307104
278,63155,1219,3.1073196
279,63155,4361,3.0627415
280,91785,1219,4.5139246
281,91785,7361,4.502738
282,91785,272,4.457073
283,91785,1097,4.3494616
284,91785,6016,4.2914004
285,144475,54286,5.0473976
286,144475,923,5.037192
287,144475,2959,5.007002
288,144475,527,4.879806
289,144475,293,4.864645
290,18866,293,4.2870665
291,18866,923,4.0387683
292,18866,1225,4.015775
293,18866,1198,3.9533288
294,18866,1275,3.9424393
295,44596,589,5.142862
296,44596,1500,4.8626137
297,44596,1682,4.8123446
298,44596,3275,4.794575
299,44596,32,4.776662
300,107536,293,4.999644
301,107536,2542,3.4717908
302,107536,1222,3.4181807
303,107536,111,3.3558986
304,107536,2959,3.2946277
305,135976,70286,4.9995117
306,135976,2329,3.8634582
307,135976,4878,3.3906603
308,135976,923,3.3807085
309,135976,733,3.3644238
310,157426,858,4.578062
311,157426,5952,4.55789
312,157426,2542,4.5350556
313,157426,1196,4.51489
314,157426,111,4.506539
315,6357,1246,4.999512
316,6357,527,3.7821372
317,6357,3578,3.7352214
318,6357,1704,3.6085038
319,6357,1270,3.5975556
320,15957,474,1.4998242
321,15957,4226,1.156484
322,15957,54286,1.1229243
323,15957,293,1.1207575
324,15957,68358,1.0988204
325,26087,48385,1.9996666
326,26087,2791,1.6308928
327,26087,923,1.5986525
328,26087,858,1.5984573
329,26087,111,1.574351
330,65867,8972,2.9996536
331,65867,527,2.2505214
332,65867,912,2.058715
333,65867,919,2.0405402
334,65867,555,2.0058584
335,86927,111,4.2169633
336,86927,1291,4.1480575
337,86927,2289,4.0647335
338,86927,4886,3.8711746
339,86927,923,3.8333094
340,117987,58,3.999559
341,117987,2087,3.9994648
342,117987,527,3.2378614
343,117987,1193,3.145763
344,117987,318,3.1348279
345,134607,318,4.999651
346,134607,1225,3.2509785
347,134607,1213,3.1025198
348,134607,1500,3.000563
349,134607,1732,2.9678
350,3918,527,1.0469093
351,3918,1291,1.0308139
352,3918,4638,0.9998339
353,3918,608,0.98340994
354,3918,50,0.9761132
355,43688,3793,3.99962
356,43688,1193,2.9807944
357,43688,56941,2.9492316
358,43688,1225,2.929653
359,43688,318,2.836703
360,84018,46578,3.9996455
361,84018,4848,2.262206
362,84018,924,2.2616775
363,84018,2542,2.2481298
364,84018,555,2.2425072
365,122128,527,5.9942565
366,122128,1291,5.9324446
367,122128,34405,5.3455505
368,122128,1500,5.1950502
369,122128,5618,5.0109415
370,132318,2134,3.9993021
371,132318,1225,3.6568644
372,132318,2028,3.4737766
373,132318,1213,3.259772
374,132318,1957,3.2437768
375,133018,1088,4.499375
376,133018,2355,3.9996967
377,133018,527,3.605224
378,133018,111,3.5046742
379,133018,2542,3.4223192
380,19079,1641,4.9995475
381,19079,527,3.5862546
382,19079,5971,3.5184293
383,19079,4226,3.5169432
384,19079,589,3.490563
385,29719,34072,3.9995842
386,29719,1957,2.7767003
387,29719,318,2.7760293
388,29719,923,2.734066
389,29719,1225,2.7324574
390,68579,4995,3.9996376
391,68579,527,3.0746129
392,68579,1617,2.9385085
393,68579,1210,2.8643105
394,68579,1225,2.8268685
395,128389,6753,4.5004773
396,128389,1617,4.2004266
397,128389,4848,4.1840777
398,128389,7142,3.9971168
399,128389,50,3.9456246
400,43690,7325,1.4996096
401,43690,1291,1.477861
402,43690,2959,1.4498711
403,43690,293,1.4337513
404,43690,2019,1.4041235
405,47300,7361,3.9996672
406,47300,293,2.789115
407,47300,1233,2.7740095
408,47300,2542,2.74198
409,47300,1210,2.688324
410,48780,1704,4.9779854
411,48780,923,4.8706923
412,48780,4027,4.8163524
413,48780,1291,4.6994433
414,48780,1358,4.666936
415,61230,1732,4.0706944
416,61230,527,3.9860926
417,61230,4226,3.853395
418,61230,33794,3.7986805
419,61230,858,3.752143
420,129100,1022,3.9988909
421,129100,1090,3.6533608
422,129100,858,3.6224396
423,129100,1234,3.3424144
424,129100,1080,3.1564176
425,148720,1892,2.4995503
426,148720,1193,2.4602625
427,148720,1201,2.3338904
428,148720,2019,2.321194
429,148720,1732,2.2935627
430,148880,3264,3.9990742
431,148880,2353,3.9924545
432,148880,527,3.8923678
433,148880,4848,3.7744498
434,148880,4886,3.7615378
435,40021,648,2.9995997
436,40021,527,2.786552
437,40021,923,2.5546496
438,40021,1265,2.5419588
439,40021,1225,2.5399747
440,47211,903,3.8083553
441,47211,1950,3.4992998
442,47211,3949,3.2384405
443,47211,1234,3.2291684
444,47211,2959,3.20333
445,56941,7147,3.9990702
446,56941,4848,3.4890385
447,56941,527,3.2647629
448,56941,1210,3.1177917
449,56941,4878,3.0658872
450,79641,215,4.999576
451,79641,527,3.2429512
452,79641,1225,2.9107854
453,79641,2762,2.87754
454,79641,1220,2.876303
455,86181,1801,3.499516
456,86181,1213,3.1597867
457,86181,527,3.1111588
458,86181,1220,3.0658762
459,86181,1225,3.0611048
460,94621,1201,4.9993024
461,94621,2011,3.9997704
462,94621,293,3.8946092
463,94621,4226,3.8773437
464,94621,2019,3.8658278
465,112251,7361,3.999567
466,112251,2501,3.4995918
467,112251,2028,3.1074922
468,112251,527,3.0456023
469,112251,2542,2.9971929
470,120041,595,2.9996867
471,120041,4226,2.1940026
472,120041,527,2.1870403
473,120041,1291,2.1832354
474,120041,1198,2.175337
475,127341,166461,2.9995499
476,127341,111,2.8046112
477,127341,33794,2.6667278
478,127341,293,2.588845
479,127341,1210,2.5250785
480,148291,1747,3.999061
481,148291,1225,3.3439775
482,148291,3949,3.299472
483,148291,2542,3.279208
484,148291,33794,3.241517
485,156711,800,4.9993415
486,156711,34405,3.7635956
487,156711,4226,3.572029
488,156711,1210,3.4780996
489,156711,2542,3.4778938
490,159421,36529,4.499587
491,159421,1358,2.788314
492,159421,1732,2.710841
493,159421,1225,2.701364
494,159421,2762,2.6356752
495,13622,6016,2.6326556
496,13622,4226,2.579489
497,13622,8784,2.5034235
498,13622,1193,2.4797816
499,13622,1210,2.406406
500,19962,1721,1.9997234
501,19962,99114,1.6866349
502,19962,1617,1.669618
503,19962,50,1.650692
504,19962,1225,1.6427647
505,87982,1193,4.9996533
506,87982,919,3.1142852
507,87982,2019,2.9900355
508,87982,1198,2.930883
509,87982,2395,2.9269018
510,144252,21,2.9996493
511,144252,527,2.3857799
512,144252,1291,2.227368
513,144252,318,2.1752317
514,144252,1225,2.1319628
515,6773,73017,3.4994788
516,6773,1291,3.0708463
517,6773,527,2.8413951
518,6773,1387,2.7883155
519,6773,1617,2.7586622
520,52133,5952,2.9995408
521,52133,2542,2.065135
522,52133,296,2.0459235
523,52133,7153,1.9999161
524,52133,4226,1.9891628
525,67663,140,1.9996651
526,67663,1199,1.5104463
527,67663,527,1.4959315
528,67663,1225,1.4522421
529,67663,1732,1.4347374
530,69743,2724,3.4995265
531,69743,48516,2.7344897
532,69743,858,2.477198
533,69743,1220,2.346573
534,69743,50,2.3429067
535,109013,34048,3.4995275
536,109013,2959,2.8019068
537,109013,3362,2.7658663
538,109013,318,2.713334
539,109013,1036,2.6473732
540,127213,4878,4.216471
541,127213,1291,4.1614413
542,127213,2152,3.9977162
543,127213,1221,3.9127562
544,127213,1201,3.891095
545,14514,2059,3.499442
546,14514,527,2.919137
547,14514,1198,2.8741648
548,14514,4848,2.7735555
549,14514,1500,2.6961825
550,69204,49530,3.4995728
551,69204,81847,3.0539427
552,69204,2858,3.0098746
553,69204,1704,2.9425912
554,69204,1500,2.8897514
555,84654,2093,3.999351
556,84654,1224,3.964934
557,84654,4226,3.8135836
558,84654,858,3.8091133
559,84654,527,3.7831962
560,104494,1957,4.9995832
561,104494,1225,4.108345
562,104494,1678,3.5869162
563,104494,34405,3.3624647
564,104494,2762,3.3488834
565,117374,3275,4.9995904
566,117374,2542,3.3424723
567,117374,1185,2.9940603
568,117374,6377,2.8944545
569,117374,1500,2.878667
570,12715,1234,4.9995785
571,12715,858,3.613741
572,12715,1213,3.3822947
573,12715,1291,3.3133302
574,12715,318,3.2985702
575,14075,1729,2.9995654
576,14075,1193,2.4138234
577,14075,1230,2.3673606
578,14075,293,2.2898426
579,14075,919,2.2728007
580,19325,97923,2.9989865
581,19325,1199,2.2764137
582,19325,1193,2.2722793
583,19325,2542,2.2462373
584,19325,318,2.1546657
585,29595,36517,4.4992514
586,29595,527,3.8218875
587,29595,1617,3.7630794
588,29595,4848,3.6940289
589,29595,111,3.6785226
590,37195,913,4.499546
591,37195,34405,3.0420835
592,37195,2858,2.8924747
593,37195,4226,2.8532274
594,37195,1258,2.8278847
595,58395,104211,3.998035
596,58395,858,3.0834062
597,58395,1193,3.056708
598,58395,50,3.0446851
599,58395,2739,2.9999723
600,67225,4995,3.9996376
601,67225,527,3.0746129
602,67225,1617,2.9385085
603,67225,1210,2.8643105
604,67225,1225,2.8268685
605,93285,1704,3.9997087
606,93285,1358,2.4526513
607,93285,527,2.4507368
608,93285,34405,2.4343896
609,93285,2542,2.4290123
610,19886,293,4.651992
611,19886,108727,4.499842
612,19886,527,4.290721
613,19886,150,4.222331
614,19886,923,4.2145042
615,48206,6539,4.4995494
616,48206,5349,3.3766732
617,48206,111,3.3069417
618,48206,1210,3.3047073
619,48206,293,3.2771125
620,48686,2423,4.499082
621,48686,1208,4.2140307
622,48686,5971,4.121976
623,48686,924,4.0158105
624,48686,1732,3.948457
625,50546,2067,3.9994216
626,50546,2398,3.7876792
627,50546,6016,3.4307103
628,50546,1080,3.249019
629,50546,4848,3.2333355
630,56096,527,3.9997282
631,56096,5989,2.502362
632,56096,1291,2.4933572
633,56096,1307,2.4499297
634,56096,150,2.4368718
635,65686,59315,4.499921
636,65686,6857,3.9983525
637,65686,6016,3.6841712
638,65686,1500,3.5754397
639,65686,1080,3.5208127
640,78766,34405,5.0921116
641,78766,293,5.086211
642,78766,1198,4.7654476
643,78766,1387,4.637555
644,78766,1617,4.5406814
645,26767,527,4.308871
646,26767,7361,4.0220637
647,26767,69,3.9987702
648,26767,2019,3.9768023
649,26767,5971,3.943017
650,66277,1673,4.9999847
651,66277,1291,4.981487
652,66277,1197,4.8434424
653,66277,3578,4.7433686
654,66277,150,4.706461
655,68047,1193,4.3188386
656,68047,1704,4.228573
657,68047,1201,4.170892
658,68047,293,4.1435184
659,68047,1148,4.1342797
660,93037,457,4.999581
661,93037,2542,3.4644625
662,93037,34405,3.260946
663,93037,5445,3.200163
664,93037,1225,3.1995778
665,104317,2915,3.9995935
666,104317,2329,2.3414254
667,104317,5618,2.3266299
668,104317,6874,2.2910373
669,104317,924,2.289605
670,116947,25771,4.499054
671,116947,50,4.0595894
672,116947,1252,3.8158195
673,116947,1193,3.7327385
674,116947,922,3.726729
675,119697,2378,2.9994168
676,119697,111,2.503702
677,119697,108932,2.4304204
678,119697,2692,2.400879
679,119697,1259,2.3529382
680,858,527,4.989125
681,858,3481,4.423309
682,858,608,4.381934
683,858,49272,4.364117
684,858,7361,4.3174734
685,19878,4239,2.9995751
686,19878,293,2.8746269
687,19878,34405,2.6598454
688,19878,3362,2.6191456
689,19878,1204,2.5887616
690,31118,171763,3.499515
691,31118,1225,2.9741309
692,31118,1291,2.867311
693,31118,923,2.8464544
694,31118,59315,2.8065712
695,51388,1580,3.9996095
696,51388,2542,2.7913828
697,51388,527,2.7065847
698,51388,2959,2.6801445
699,51388,293,2.6771228
700,53338,4720,4.9985948
701,53338,314,4.997431
702,53338,2019,3.5409832
703,53338,733,3.5149307
704,53338,541,3.4714603
705,54518,7361,5.2518735
706,54518,4641,4.8799024
707,54518,92259,4.589828
708,54518,2959,4.5493855
709,54518,1210,4.5301495
710,56768,33679,3.999504
711,56768,5266,3.0729096
712,56768,1201,2.882937
713,56768,4848,2.8723366
714,56768,4226,2.8654227
715,91298,150,4.9995956
716,91298,1732,3.6770856
717,91298,527,3.6172554
718,91298,3362,3.2967374
719,91298,293,3.2945766
720,92858,1729,3.9994202
721,92858,1193,3.218432
722,92858,1230,3.156482
723,92858,293,3.053125
724,92858,919,3.0303998
725,118018,2729,3.5859249
726,118018,99114,3.2695076
727,118018,2115,3.2014546
728,118018,54997,3.1621292
729,118018,272,3.159543
730,149178,1210,3.2590623
731,149178,1584,3.2539146
732,149178,527,3.220346
733,149178,2959,3.201855
734,149178,1240,3.138766
735,4929,6016,4.999626
736,4929,307,3.4399896
737,4929,1210,3.2128427
738,4929,293,3.0516047
739,4929,4848,2.9480832
740,19669,1258,4.8871074
741,19669,111,4.5406528
742,19669,2692,4.4671845
743,19669,2858,4.46636
744,19669,106920,4.4104085
745,23709,1967,4.4994965
746,23709,1387,3.2473748
747,23709,1204,3.1570017
748,23709,17,3.1020193
749,23709,3578,3.083349
750,49449,318,3.0130713
751,49449,2028,2.946608
752,49449,1200,2.9461129
753,49449,2542,2.9326746
754,49449,2959,2.9073443
755,67439,276,2.9996378
756,67439,50,2.0962613
757,67439,60069,2.0770276
758,67439,4848,2.031319
759,67439,1387,1.9861935
760,87759,293,4.6991053
761,87759,527,4.613781
762,87759,2404,4.49914
763,87759,4226,4.430479
764,87759,1225,4.411479
765,108549,97938,4.998852
766,108549,34405,3.479535
767,108549,1704,3.3232296
768,108549,1198,3.29408
769,108549,1088,3.2411928
770,112349,1304,3.9995315
771,112349,2959,3.0479243
772,112349,1225,2.9064896
773,112349,2542,2.876706
774,112349,597,2.8403301
775,125739,1704,3.9997206
776,125739,1097,3.9994915
777,125739,1617,3.4061887
778,125739,1201,3.298105
779,125739,2542,3.2979953
780,131389,1678,4.9995227
781,131389,1957,4.082393
782,131389,1225,3.5207736
783,131389,527,3.1878986
784,131389,58559,3.162328
785,25150,1348,3.9994977
786,25150,527,2.850759
787,25150,1193,2.7666204
788,25150,4878,2.587163
789,25150,4011,2.534363
790,56840,316,4.999945
791,56840,924,4.287833
792,56840,3072,4.1412525
793,56840,1358,4.0539
794,56840,5267,4.000145
795,71670,592,2.99967
796,71670,1291,2.4296796
797,71670,1225,2.394076
798,71670,2542,2.391419
799,71670,1193,2.3883061
800,97180,58559,3.5790079
801,97180,5618,3.464993
802,97180,1240,3.3502283
803,97180,2324,3.3250432
804,97180,1097,3.2678173
805,145000,1199,1.9998279
806,145000,1193,1.4444919
807,145000,2542,1.435332
808,145000,34405,1.4352437
809,145000,1387,1.4334513
810,149900,59784,2.999564
811,149900,3949,2.7855797
812,149900,33794,2.67057
813,149900,99114,2.6188428
814,149900,1225,2.5948684
815,13601,527,5.2572846
816,13601,2344,4.983807
817,13601,4848,4.8278093
818,13601,1,4.7866054
819,13601,589,4.786256
820,17751,2762,1.9998314
821,17751,1225,1.4554204
822,17751,318,1.3967104
823,17751,1387,1.3828582
824,17751,1220,1.3668499
825,40631,68358,3.5029395
826,40631,1201,3.4082634
827,40631,1732,3.3430364
828,40631,4973,3.194964
829,40631,527,3.1821868
830,47231,1079,2.9997087
831,47231,2959,2.1640673
832,47231,912,2.129422
833,47231,527,2.1113153
834,47231,2542,2.05578
835,71821,3114,3.0460784
836,71821,555,3.028367
837,71821,1704,3.0143747
838,71821,527,3.0012543
839,71821,4844,2.9991653
840,89461,380,4.4995203
841,89461,527,3.7101126
842,89461,1201,3.570713
843,89461,1259,3.55152
844,89461,34405,3.513159
845,149371,6874,1.4998798
846,149371,3362,0.97090137
847,149371,293,0.9523321
848,149371,111,0.93582964
849,149371,1036,0.93219286
850,39742,2395,4.366028
851,39742,1199,4.351191
852,39742,5418,4.234012
853,39742,2542,4.1634603
854,39742,106782,4.1359987
855,42102,2628,2.999653
856,42102,1220,2.5681987
857,42102,527,2.3903348
858,42102,1210,2.3411703
859,42102,1213,2.3188975
860,62462,527,4.9989753
861,62462,1732,4.751304
862,62462,293,4.717673
863,62462,2019,4.6946135
864,62462,4993,4.6529665
865,63152,235,3.4996846
866,63152,1291,2.3384268
867,63152,2502,2.3095727
868,63152,5995,2.2802763
869,63152,1225,2.2274451
870,71732,858,2.9998047
871,71732,608,1.7597198
872,71732,1234,1.6726203
873,71732,2542,1.637655
874,71732,50,1.626931
875,94642,1201,2.6965322
876,94642,1732,2.6067634
877,94642,2542,2.5986397
878,94642,48516,2.594354
879,94642,1193,2.5755627
880,101552,527,3.851166
881,101552,1220,3.753576
882,101552,79132,3.6791563
883,101552,50,3.5987558
884,101552,1358,3.5765016
885,113812,7438,4.499607
886,113812,50,2.9747984
887,113812,2395,2.9157214
888,113812,858,2.8461964
889,113812,527,2.8263724
890,114572,377,2.9996767
891,114572,150,2.409648
892,114572,357,2.338797
893,114572,527,2.324967
894,114572,733,2.3040335
895,120422,4019,3.999412
896,120422,1625,3.7664437
897,120422,1210,3.5068967
898,120422,1358,3.397944
899,120422,1199,3.3651528
900,126982,1059,3.4995575
901,126982,1291,3.1435902
902,126982,1732,3.0411355
903,126982,1213,2.9717872
904,126982,318,2.943443
905,145892,1240,2.4997926
906,145892,2542,1.6602659
907,145892,527,1.6570252
908,145892,1225,1.6249765
909,145892,2959,1.6216359
910,161542,2329,4.446575
911,161542,1220,4.33157
912,161542,1252,4.2695813
913,161542,1221,4.2590313
914,161542,527,4.2268257
915,16283,293,3.852997
916,16283,1704,3.8199892
917,16283,1222,3.780669
918,16283,1225,3.7329266
919,16283,1210,3.6979713
920,17783,1387,4.8921733
921,17783,2028,4.770649
922,17783,527,4.5694585
923,17783,1641,4.48974
924,17783,1225,4.4699597
925,94283,87520,4.9990864
926,94283,293,4.05632
927,94283,924,3.9613683
928,94283,3034,3.7398
929,94283,2959,3.72421
930,128243,112175,1.9357367
931,128243,357,1.5901308
932,128243,1240,1.5561879
933,128243,1270,1.5080394
934,128243,65088,1.4995141
935,130013,4848,3.999621
936,130013,51884,3.9973967
937,130013,111,3.9456766
938,130013,79132,3.9347968
939,130013,1220,3.925282
940,24504,2391,2.999684
941,24504,34405,2.6070108
942,24504,2329,2.269175
943,24504,293,2.2180262
944,24504,1358,2.2176714
945,78334,1387,2.6917338
946,78334,4848,2.662479
947,78334,5618,2.6417038
948,78334,293,2.6177144
949,78334,1220,2.6088374
950,84774,2011,4.9995623
951,84774,1201,3.376562
952,84774,527,3.3682258
953,84774,293,3.3102937
954,84774,99114,3.248457
955,121434,2311,2.9995463
956,121434,370,2.9994657
957,121434,1230,2.946229
958,121434,1193,2.75401
959,121434,25,2.594132
960,154234,293,4.1159005
961,154234,1358,3.682138
962,154234,59315,3.6682768
963,154234,1198,3.6613588
964,154234,1961,3.6478493
965,156054,3481,3.9995997
966,156054,34405,3.0286052
967,156054,527,3.0112147
968,156054,1201,3.003958
969,156054,1197,3.003271
970,17775,45,2.499218
971,17775,1220,2.0401704
972,17775,6016,1.9928167
973,17775,595,1.9916662
974,17775,44195,1.9743165
975,30525,68358,4.2789145
976,30525,3844,3.9991007
977,30525,2542,3.6537802
978,30525,1201,3.6342838
979,30525,4226,3.586035
980,31435,7153,4.946609
981,31435,1094,4.925223
982,31435,296,4.8333826
983,31435,6440,4.7358336
984,31435,1957,4.722373
985,38615,1198,4.5759635
986,38615,293,4.3456388
987,38615,34405,4.2401247
988,38615,6016,4.1784034
989,38615,49272,4.1764913
990,69385,594,2.9996977
991,69385,1225,2.117442
992,69385,1291,2.1126218
993,69385,1028,2.108606
994,69385,2959,2.0806944
995,93645,2495,3.999349
996,93645,1206,3.77395
997,93645,293,3.6771085
998,93645,7153,3.609553
999,93645,527,3.5864694
1000,97435,134853,4.999558
1001,97435,3578,3.0668535
1002,97435,1225,3.0232732
1003,97435,923,2.9715219
1004,97435,527,2.9590235
1005,107215,3694,2.9994297
1006,107215,2918,2.552838
1007,107215,5618,2.5348492
1008,107215,357,2.417016
1009,107215,608,2.404383
1010,120275,4848,4.6124773
1011,120275,589,4.43929
1012,120275,1210,4.3634276
1013,120275,111,4.3329635
1014,120275,920,4.3251224
1015,120645,1193,2.766302
1016,120645,3578,2.5664916
1017,120645,5989,2.4920497
1018,120645,589,2.4676387
1019,120645,68358,2.4491842
1020,128325,527,3.6200202
1021,128325,485,3.499366
1022,128325,1193,3.4164479
1023,128325,5971,3.4156573
1024,128325,4848,3.3882642
1025,139255,265,4.9995356
1026,139255,357,3.6225994
1027,139255,2791,3.4714217
1028,139255,923,3.385872
1029,139255,1201,3.358377
1030,25686,272,4.1016817
1031,25686,1732,3.768481
1032,25686,4226,3.7522974
1033,25686,527,3.6120944
1034,25686,60069,3.4850965
1035,27266,457,4.2862134
1036,27266,2324,4.2642126
1037,27266,150,4.238583
1038,27266,8874,4.199434
